atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,scout_CA,scout_DS,scout_FC,scout_FF,scout_FS,scout_A,scout_FD,scout_SG,scout_G,scout_I,scout_PP,scout_PS,scout_PC,scout_GC,scout_FT,scout_DE,scout_GS,scout_CV,scout_V,scout_DP,mandante,adversario,tendencia,custo_beneficio,cb_rank,armadilha,status_label
97642,Félix Torres,285,INT,3,Zagueiro,2,4.24,0.0,2.35,7,0.0,1.0,8.0,7.0,2.0,2.0,,,1.0,,,,,,,,,,,,,False,COR,estavel,0.554,33,False,Dúvida
117910,Breno Bidon,264,COR,4,Meia,7,9.24,-0.48,3.59,7,2.0,1.0,6.0,9.0,1.0,16.0,,,,1.0,,,,,,1.0,,,,,,True,INT,estavel,0.389,104,False,Provável
102340,Cacá,287,VIT,3,Zagueiro,7,5.23,-1.69,2.98,5,-1.6,1.0,4.0,3.0,1.0,,,,2.0,,,,,,,,,,,,,False,CHA,baixa,0.57,31,False,Provável
117632,Garro,264,COR,4,Meia,2,10.63,-0.04,4.46,8,2.8,1.0,3.0,4.0,4.0,15.0,3.0,4.0,,,1.0,,,,,1.0,,,,,,True,INT,estavel,0.42,89,False,Dúvida
145744,André,264,COR,4,Meia,7,7.74,1.41,4.95,7,11.4,1.0,13.0,6.0,4.0,11.0,,1.0,,1.0,,,,,,,,,,,,True,INT,alta,0.64,27,False,Provável
89275,William,283,CRU,2,Lateral,2,9.41,0.84,3.74,7,9.5,1.0,13.0,9.0,1.0,3.0,,1.0,2.0,,1.0,,,,,,,,1.0,,,False,SAO,alta,0.397,72,False,Dúvida
42500,Fagner,283,CRU,2,Lateral,2,5.58,1.35,2.05,6,6.5,1.0,6.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,False,SAO,alta,0.367,75,True,Dúvida
111690,Matheus Cunha,283,CRU,1,Goleiro,7,4.84,1.35,3.36,5,10.0,,,,,,1.0,,2.0,,,,,,,,6.0,6.0,,,,False,SAO,alta,0.694,6,False,Provável
100742,Matheus Henrique,283,CRU,4,Meia,7,5.3,-0.79,2.06,9,0.2,1.0,8.0,4.0,4.0,13.0,,,,,,,,1.0,,,,,,,,False,SAO,baixa,0.389,104,False,Provável
96610,Matheus Pereira,283,CRU,4,Meia,7,14.78,0.91,5.46,8,8.0,5.0,6.0,24.0,10.0,27.0,1.0,3.0,,2.0,2.0,,1.0,,,,,,,,,False,SAO,alta,0.369,110,False,Provável
132264,Arroyo,283,CRU,5,Atacante,7,4.65,0.15,1.6,8,3.4,1.0,5.0,10.0,2.0,6.0,,4.0,,,1.0,,,,,,,,,,,False,SAO,estavel,0.344,92,False,Provável
84816,Varela,262,FLA,2,Lateral,7,8.96,0.0,5.6,6,0.0,1.0,8.0,2.0,1.0,3.0,1.0,,3.0,,1.0,,1.0,,,,,,,,,True,SAN,estavel,0.625,40,False,Provável
83528,Léo Pereira,262,FLA,3,Zagueiro,7,10.34,0.0,5.14,5,0.0,2.0,3.0,10.0,,4.0,,1.0,3.0,1.0,,,,,,,,,,,,True,SAN,estavel,0.497,47,False,Provável
98873,Samuel Lino,262,FLA,5,Atacante,7,9.57,-0.87,5.93,7,1.0,1.0,10.0,7.0,4.0,11.0,1.0,,,2.0,1.0,,,,,,,,,,,True,SAN,baixa,0.62,28,False,Provável
84735,Jorginho,262,FLA,4,Meia,7,8.76,-0.42,2.03,6,3.2,2.0,11.0,6.0,,5.0,,,,,,,,,,,,,1.0,,,True,SAN,estavel,0.232,148,False,Provável
87863,Arrascaeta,262,FLA,4,Meia,7,16.8,0.0,6.2,5,0.0,,4.0,4.0,5.0,4.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,True,SAN,estavel,0.369,110,False,Provável
97867,Léo Ortiz,262,FLA,3,Zagueiro,7,9.47,-0.19,4.76,7,2.0,,5.0,4.0,,2.0,,,3.0,1.0,,,,,,1.0,,,,,,True,SAN,estavel,0.503,44,False,Provável
88393,Ayrton Lucas,262,FLA,2,Lateral,7,8.28,-0.86,3.5,4,0.9,,2.0,5.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,True,SAN,baixa,0.423,71,False,Provável
62977,Ganso,266,FLU,4,Meia,2,3.91,0.02,1.14,8,1.2,,3.0,2.0,,2.0,,1.0,,,,,,,,1.0,,,,,,False,CFC,estavel,0.292,134,False,Dúvida
115914,Evertton Araújo,262,FLA,4,Meia,2,2.74,0.0,0.45,4,0.0,,1.0,4.0,5.0,1.0,,,,,,,,,,,,,1.0,,,True,SAN,estavel,0.164,160,False,Dúvida
99228,De la Cruz,262,FLA,4,Meia,2,6.87,-1.11,1.77,3,-0.1,1.0,2.0,5.0,1.0,8.0,,,,,,,,,,,,,,,,True,SAN,baixa,0.258,143,False,Dúvida
78445,Renê,266,FLU,2,Lateral,7,9.78,-0.65,7.2,6,2.0,,13.0,5.0,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,False,CFC,baixa,0.736,20,False,Provável
78117,Everaldo,265,BAH,5,Atacante,7,8.88,2.07,6.38,6,18.8,1.0,7.0,8.0,2.0,9.0,,1.0,,3.0,1.0,,,,,,,,,,,True,PAL,alta,0.718,12,False,Provável
73384,Samuel Xavier,266,FLU,2,Lateral,7,8.51,-0.4,4.65,7,2.4,1.0,11.0,6.0,1.0,14.0,,1.0,2.0,,1.0,,,,,,,,,,,False,CFC,estavel,0.546,55,False,Provável
110759,John Kennedy,266,FLU,5,Atacante,2,9.93,1.54,6.6,8,11.6,,7.0,13.0,6.0,4.0,,13.0,,3.0,2.0,,,,,,,,,,,False,CFC,alta,0.665,17,False,Dúvida
102928,Canobbio,266,FLU,5,Atacante,7,10.99,0.0,7.98,7,0.0,2.0,12.0,12.0,5.0,8.0,1.0,3.0,,3.0,1.0,,,,,2.0,,,1.0,,,False,CFC,estavel,0.726,9,False,Provável
113034,Freytes,266,FLU,3,Zagueiro,7,5.3,-0.82,3.44,8,2.5,2.0,9.0,13.0,3.0,5.0,,,3.0,,,,,,,,,,,,,False,CFC,baixa,0.649,19,False,Provável
116447,Hércules,266,FLU,4,Meia,7,8.46,1.14,5.35,7,9.7,1.0,8.0,11.0,4.0,3.0,,1.0,,3.0,1.0,,,,,,,,,,,False,CFC,alta,0.632,28,False,Provável
99366,Luis Zubeldía,266,FLU,6,Técnico,7,10.6,-0.06,6.4,9,7.11,,,,,,,,,,,,,,,,,,,6.0,,False,CFC,estavel,0.604,7,False,Provável
72018,Tiago Volpi,280,RBB,1,Goleiro,7,10.2,0.59,6.05,2,6.3,,,,,,,,1.0,,,,,,,,7.0,2.0,,,,False,MIR,alta,0.593,9,False,Provável
132071,Serna,266,FLU,5,Atacante,2,6.82,1.74,2.28,9,10.8,,3.0,5.0,4.0,6.0,1.0,3.0,,,2.0,,,,,1.0,,,,,,False,CFC,alta,0.334,94,False,Dúvida
87887,Balbuena,284,GRE,3,Zagueiro,2,6.3,0.0,3.18,5,0.0,,7.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,True,REM,estavel,0.505,43,False,Dúvida
42135,Willian,284,GRE,4,Meia,7,3.93,0.0,1.25,6,0.0,,2.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,,,,True,REM,estavel,0.318,128,False,Provável
102318,Caio Paulista,284,GRE,2,Lateral,7,5.86,0.0,3.58,4,0.0,,5.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,True,REM,estavel,0.611,43,False,Provável
105563,Carlos Vinícius,284,GRE,5,Atacante,7,17.11,0.08,7.88,9,11.0,1.0,2.0,11.0,3.0,8.0,,6.0,,7.0,4.0,,,,,1.0,,,,,,True,REM,estavel,0.461,60,False,Provável
111309,Gustavo Martins,284,GRE,3,Zagueiro,2,6.11,0.19,2.53,6,3.4,1.0,3.0,6.0,3.0,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,True,REM,estavel,0.414,63,False,Dúvida
91908,Pavón,284,GRE,5,Atacante,7,6.35,-0.29,3.82,9,5.3,1.0,19.0,4.0,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,True,REM,estavel,0.602,31,False,Provável
142004,Amuzu,284,GRE,5,Atacante,7,7.49,-0.04,4.86,8,2.4,,6.0,5.0,4.0,6.0,2.0,6.0,,1.0,,,,,,,,,,,,True,REM,estavel,0.649,23,False,Provável
92981,Ronaldo,285,INT,4,Meia,7,3.89,-0.45,2.85,7,-0.3,1.0,8.0,10.0,3.0,3.0,,,,1.0,,,,,,,,,,,,False,COR,estavel,0.733,15,False,Provável
72951,Mercado,285,INT,3,Zagueiro,7,6.37,-0.82,4.47,6,5.0,2.0,9.0,4.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,False,COR,baixa,0.702,11,False,Provável
88037,Luís Castro,284,GRE,6,Técnico,7,9.37,-0.26,4.81,9,3.34,,,,,,,,,,,,,,,,,,,3.0,,True,REM,estavel,0.513,17,False,Provável
90703,Matheuzinho,287,VIT,4,Meia,7,4.85,-0.71,2.16,7,0.0,1.0,3.0,2.0,3.0,10.0,,4.0,,,,,,,,,,,,,,False,CHA,baixa,0.445,83,False,Provável
92854,Borré,285,INT,5,Atacante,2,6.43,-1.06,3.06,9,-0.9,,6.0,16.0,6.0,6.0,,6.0,,1.0,7.0,,1.0,,,,,,,,,False,COR,baixa,0.476,57,False,Dúvida
101960,Vitinho,285,INT,5,Atacante,7,7.38,0.0,3.84,8,0.0,3.0,9.0,13.0,4.0,12.0,2.0,5.0,,,1.0,,,1.0,,,,,,,,False,COR,estavel,0.52,48,False,Provável
115479,Paulo Pezzolano,285,INT,6,Técnico,7,6.96,-0.69,4.4,9,3.95,,,,,,,,,,,,,,,,,,,2.0,,False,COR,baixa,0.632,5,False,Provável
110510,Aguirre,285,INT,2,Lateral,7,5.7,0.69,3.14,8,7.4,1.0,12.0,9.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,False,COR,alta,0.551,53,False,Provável
107989,Carbonero,285,INT,5,Atacante,7,8.15,-0.3,4.39,9,1.5,1.0,3.0,4.0,10.0,16.0,1.0,7.0,,1.0,2.0,,,,,,,,,,,False,COR,estavel,0.539,42,False,Provável
106202,Bruno Gomes,285,INT,4,Meia,7,6.86,0.04,3.51,9,4.2,,15.0,6.0,3.0,11.0,,,,,,,,,,1.0,,,,,,False,COR,estavel,0.512,60,False,Provável
111466,Victor Gabriel,285,INT,3,Zagueiro,2,4.31,-0.21,2.2,8,3.1,2.0,11.0,13.0,,4.0,,,1.0,,,,,,,,,,,,,False,COR,estavel,0.51,42,False,Dúvida
71684,Gustavo Gómez,275,PAL,3,Zagueiro,7,11.41,0.0,5.34,8,0.0,,6.0,7.0,5.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,False,BAH,estavel,0.468,52,False,Provável
93790,Marlon Freitas,275,PAL,4,Meia,7,8.65,3.32,3.54,9,19.1,2.0,9.0,11.0,2.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,False,BAH,alta,0.409,93,False,Provável
97653,Murilo,275,PAL,3,Zagueiro,7,6.88,-1.19,4.1,7,-0.6,,8.0,11.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,False,BAH,baixa,0.596,26,False,Provável
110506,Abel Ferreira,275,PAL,6,Técnico,7,12.22,-0.14,6.82,9,6.55,,,,,,,,,,,,,,,,,,,7.0,,False,BAH,estavel,0.558,13,False,Provável
105647,Maurício,275,PAL,4,Meia,2,6.74,-0.01,3.17,8,1.8,1.0,4.0,9.0,7.0,7.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,False,BAH,estavel,0.47,75,False,Dúvida
71631,Weverton,284,GRE,1,Goleiro,7,6.24,-0.09,2.68,9,1.6,1.0,,,,2.0,1.0,,1.0,,,,,1.0,,,17.0,14.0,,,1.0,True,REM,estavel,0.429,22,False,Provável
104084,Carlos Miguel,275,PAL,1,Goleiro,7,7.61,-0.09,4.03,9,5.2,2.0,,,,7.0,,,2.0,,,,,,,,26.0,9.0,,,,False,BAH,estavel,0.53,13,False,Provável
105175,Khellven,275,PAL,2,Lateral,2,4.65,-0.7,1.8,6,0.0,1.0,10.0,9.0,,5.0,,,,,,,,,1.0,,,,,,,False,BAH,baixa,0.387,74,False,Dúvida
113103,Flaco López,275,PAL,5,Atacante,7,14.01,-0.85,6.48,9,3.5,,9.0,15.0,7.0,21.0,1.0,4.0,,3.0,6.0,,,,,,,,,,,False,BAH,baixa,0.463,59,False,Provável
124526,Giay,275,PAL,2,Lateral,2,6.32,-0.47,3.84,8,4.0,,13.0,6.0,,6.0,,,2.0,,,,,,,,,,,,,False,BAH,estavel,0.608,44,False,Dúvida
97460,João Victor,2305,MIR,3,Zagueiro,7,4.75,-0.58,2.07,7,1.5,,5.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,True,RBB,baixa,0.436,58,False,Provável
97321,Alesson,2305,MIR,5,Atacante,7,9.03,1.28,4.65,7,9.6,,11.0,5.0,2.0,9.0,1.0,3.0,,,2.0,,,,,1.0,,,,,,True,RBB,alta,0.515,50,False,Provável
141451,Allan,275,PAL,4,Meia,7,13.14,-0.74,6.48,9,2.9,2.0,15.0,11.0,2.0,17.0,,6.0,,3.0,1.0,,,,,,,,,,,False,BAH,baixa,0.493,67,False,Provável
82775,Lucas Ramon,276,SAO,2,Lateral,7,12.22,-1.5,9.22,5,4.7,,16.0,2.0,2.0,10.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,True,CRU,baixa,0.755,18,False,Provável
87742,Neto Moura,2305,MIR,4,Meia,7,4.0,0.18,1.82,6,3.3,2.0,5.0,6.0,5.0,4.0,,1.0,,,,,,,,,,,,,,True,RBB,estavel,0.455,79,False,Provável
97520,Shaylon,2305,MIR,4,Meia,7,5.51,1.65,2.68,4,9.5,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,True,RBB,alta,0.486,69,False,Provável
104027,Rafael Guanaes,2305,MIR,6,Técnico,7,7.08,0.31,3.89,7,5.53,,,,,,,,,,,,,,,,,,,1.0,,True,RBB,estavel,0.549,15,False,Provável
105903,Aldo Filho,2305,MIR,4,Meia,7,4.38,1.05,1.9,6,5.6,3.0,5.0,10.0,2.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,True,RBB,alta,0.434,85,False,Provável
84847,Luan Peres,277,SAN,3,Zagueiro,7,5.07,0.25,2.23,7,6.5,,4.0,8.0,,10.0,,,2.0,,,,,,,,,,1.0,,,False,FLA,estavel,0.44,57,False,Provável
84042,Tiquinho Soares,2305,MIR,5,Atacante,7,5.87,-0.86,1.92,4,0.7,1.0,2.0,5.0,3.0,5.0,,2.0,,,1.0,,,,,,,,,,,True,RBB,baixa,0.327,96,False,Provável
87470,Thaciano,277,SAN,4,Meia,7,7.77,1.27,3.62,6,8.2,1.0,2.0,2.0,2.0,6.0,,,,2.0,3.0,,,,,,,,,,,False,FLA,alta,0.466,77,False,Provável
141754,Gabriel Bontempo,277,SAN,4,Meia,7,3.3,-0.46,1.33,6,0.0,1.0,5.0,4.0,,3.0,,1.0,,,,,,,,,,,,,,False,FLA,estavel,0.403,98,False,Provável
95466,Igor Vinícius,277,SAN,2,Lateral,7,9.18,-0.6,6.05,6,4.7,2.0,14.0,8.0,,7.0,1.0,1.0,2.0,,,,,,,,,,,,,False,FLA,baixa,0.659,31,False,Provável
102975,Escobar,277,SAN,2,Lateral,7,11.77,2.96,9.05,4,18.4,2.0,15.0,5.0,1.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,,False,FLA,alta,0.769,16,False,Provável
63008,Rafael Tolói,276,SAO,3,Zagueiro,7,7.0,-1.5,4.6,2,-1.4,2.0,4.0,5.0,,1.0,,1.0,1.0,,,,,,,,,,,,,True,CRU,baixa,0.657,17,False,Provável
85403,Danielzinho,276,SAO,4,Meia,7,7.17,-0.55,3.6,8,0.5,,5.0,7.0,3.0,14.0,1.0,,,1.0,,,1.0,,,,,,,,,True,CRU,baixa,0.502,63,False,Provável
80570,Wendell,276,SAO,2,Lateral,2,10.43,1.34,6.5,4,9.9,1.0,9.0,11.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,True,CRU,alta,0.623,41,False,Dúvida
104075,Sabino,276,SAO,3,Zagueiro,7,8.05,0.22,5.47,8,5.9,,16.0,14.0,1.0,8.0,,1.0,2.0,1.0,,,,,,,,,,,,True,CRU,estavel,0.68,14,False,Provável
89840,Calleri,276,SAO,5,Atacante,7,13.68,1.31,7.14,9,11.5,1.0,8.0,16.0,8.0,17.0,,3.0,,5.0,4.0,,,,,,,,,,,True,CRU,alta,0.522,47,False,Provável
101290,Ferreira,276,SAO,5,Atacante,2,4.72,-0.3,0.83,6,0.5,1.0,1.0,,1.0,5.0,,1.0,,,,,,,,,,,,,,True,CRU,estavel,0.176,122,False,Dúvida
107873,Bobadilla,276,SAO,4,Meia,2,9.33,0.0,4.49,8,0.0,1.0,16.0,8.0,2.0,2.0,1.0,4.0,,,1.0,,,,,1.0,,,,,,True,CRU,estavel,0.481,71,False,Dúvida
101597,Ramon,287,VIT,2,Lateral,7,7.98,-0.6,5.59,7,2.5,1.0,11.0,15.0,2.0,7.0,,,3.0,1.0,,,,,,,,,,,,False,CHA,baixa,0.701,24,False,Provável
106294,Marcos Antônio,276,SAO,4,Meia,7,6.36,-0.64,2.73,9,0.0,,11.0,7.0,,8.0,1.0,1.0,,,1.0,,,,,,,,,,,True,CRU,baixa,0.429,87,False,Provável
93716,Paulo Henrique,267,VAS,2,Lateral,7,8.82,0.82,3.77,7,6.7,2.0,9.0,7.0,1.0,10.0,2.0,1.0,,,,,,,,,,,,,,True,BOT,alta,0.427,70,False,Provável
71123,Thiago Mendes,267,VAS,4,Meia,7,7.69,-1.42,5.13,8,1.6,4.0,8.0,10.0,3.0,17.0,,1.0,,3.0,1.0,,,,,,,,,,,True,BOT,baixa,0.667,21,False,Provável
90309,David,267,VAS,5,Atacante,7,4.22,-1.47,2.38,7,-0.3,,1.0,3.0,1.0,3.0,1.0,1.0,,1.0,4.0,,,,,,,,,,,True,BOT,baixa,0.564,39,False,Provável
86686,Tchê Tchê,267,VAS,4,Meia,7,5.33,1.75,2.03,6,9.7,1.0,2.0,5.0,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,True,BOT,alta,0.381,108,False,Provável
117330,Robert Renan,267,VAS,3,Zagueiro,7,4.62,-0.25,1.32,9,0.0,,8.0,8.0,1.0,3.0,,,,,,,,,,,,,,,,True,BOT,estavel,0.286,72,False,Provável
116706,Andrés Gómez,267,VAS,5,Atacante,7,12.77,0.0,8.19,8,0.0,3.0,21.0,11.0,9.0,13.0,2.0,9.0,,,2.0,,,,,2.0,,,,,,True,BOT,estavel,0.641,24,False,Provável
101594,Hugo Moura,267,VAS,4,Meia,7,2.96,-0.5,1.2,6,0.0,,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,True,BOT,estavel,0.405,96,False,Provável
105584,Lucas Piton,267,VAS,2,Lateral,2,5.02,0.28,1.06,8,2.4,,4.0,5.0,2.0,,,2.0,,,,,,,,,,,,,,True,BOT,estavel,0.211,82,False,Dúvida
142279,Nuno Moreira,267,VAS,4,Meia,7,6.11,0.41,2.77,9,5.1,1.0,8.0,7.0,4.0,5.0,,2.0,,1.0,1.0,,,,,,,,,,,True,BOT,estavel,0.453,82,False,Provável
90588,Caíque,287,VIT,4,Meia,7,4.49,0.0,1.58,5,0.0,1.0,5.0,8.0,1.0,6.0,,,,,,,,,,,,,,,,False,CHA,estavel,0.352,119,False,Provável
96793,Camutanga,287,VIT,3,Zagueiro,7,7.21,-1.05,4.53,6,3.0,,8.0,2.0,2.0,2.0,,1.0,3.0,,,,,,1.0,,,,,,,False,CHA,baixa,0.628,22,False,Provável
92180,Jair Ventura,287,VIT,6,Técnico,7,7.83,-0.94,5.2,7,2.05,,,,,,,,,,,,,,,,,,,3.0,,False,CHA,baixa,0.664,4,False,Provável
93411,Cantalapiedra,287,VIT,4,Meia,7,4.65,0.07,1.27,6,2.0,1.0,3.0,4.0,1.0,7.0,,1.0,,,2.0,,,,,,,,,,,False,CHA,estavel,0.273,140,True,Provável
89274,Andreas Pereira,275,PAL,4,Meia,7,15.25,0.73,7.57,9,9.3,2.0,12.0,12.0,5.0,5.0,8.0,1.0,,1.0,,,,,,,,,,,,False,BAH,alta,0.496,65,False,Provável
104118,Lucas Arcanjo,287,VIT,1,Goleiro,7,8.31,-1.8,6.22,5,-0.4,1.0,,,,,,,2.0,,,,,1.0,,,17.0,6.0,,,1.0,False,CHA,baixa,0.748,4,False,Provável
92696,Renato Kayzer,287,VIT,5,Atacante,2,7.27,0.0,3.72,5,0.0,1.0,1.0,8.0,3.0,3.0,,1.0,,2.0,6.0,,,,,,,,,,,False,CHA,estavel,0.512,51,False,Dúvida
90031,Mendoza,293,CAP,5,Atacante,7,8.53,0.54,5.35,7,4.9,,5.0,6.0,2.0,4.0,,1.0,,3.0,,,,,,1.0,,,,,,False,CAM,alta,0.627,27,False,Provável
102796,Julimar,293,CAP,5,Atacante,7,6.58,-0.66,4.54,7,1.6,1.0,6.0,9.0,3.0,4.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,False,CAM,baixa,0.69,13,False,Provável
111951,Renzo López,287,VIT,5,Atacante,2,2.09,-0.42,0.4,4,0.0,,1.0,9.0,1.0,4.0,,,,,,,,,,,,,,,,False,CHA,estavel,0.191,117,False,Dúvida
80129,Jadson,293,CAP,4,Meia,7,3.7,-0.97,1.15,6,-0.8,2.0,5.0,7.0,,7.0,,,,,,,,,,,,,,,,False,CAM,baixa,0.311,131,False,Provável
92273,Odair Hellmann,293,CAP,6,Técnico,7,7.88,-1.02,5.33,7,2.33,,,,,,,,,,,,,,,,,,,4.0,,False,CAM,baixa,0.676,3,False,Provável
110668,Esquivel,293,CAP,2,Lateral,2,6.83,0.0,4.46,5,0.0,,4.0,11.0,2.0,6.0,2.0,,1.0,,,,,,,,,,,,,False,CAM,estavel,0.653,32,False,Dúvida
113113,Benavídez,293,CAP,2,Lateral,7,6.61,-1.61,4.74,7,0.8,1.0,8.0,9.0,1.0,6.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,False,CAM,baixa,0.717,22,False,Provável
123869,Aguirre,293,CAP,3,Zagueiro,7,5.33,-1.1,3.47,6,0.2,,3.0,6.0,,3.0,,3.0,2.0,,,,,,,1.0,,,,,,False,CAM,baixa,0.651,18,False,Provável
120433,Léo Derik,293,CAP,2,Lateral,2,4.6,0.34,3.17,4,2.7,,4.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,False,CAM,estavel,0.689,25,False,Dúvida
131832,Portilla,293,CAP,4,Meia,2,2.89,-0.38,1.04,7,1.3,1.0,5.0,11.0,2.0,5.0,,,,,,,,,,,,,,,,False,CAM,estavel,0.36,113,False,Dúvida
143193,Viveros,293,CAP,5,Atacante,7,10.95,-1.54,7.43,7,2.2,1.0,1.0,16.0,7.0,26.0,1.0,6.0,,3.0,5.0,,2.0,,,,,,,,,False,CAM,baixa,0.679,14,False,Provável
125746,Dudu,293,CAP,4,Meia,7,2.42,-1.6,2.7,6,1.0,,3.0,,,5.0,,1.0,,1.0,,,,,,,,,,,,False,CAM,baixa,1.116,3,False,Provável
90302,Pedro Rocha,294,CFC,5,Atacante,7,6.9,-0.19,4.0,9,1.2,1.0,3.0,12.0,11.0,12.0,,5.0,,2.0,7.0,,,,,,,,,,,True,FLU,estavel,0.58,35,False,Provável
82628,Tinga,294,CFC,2,Lateral,7,5.26,-0.29,2.8,5,1.3,,8.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,True,FLU,estavel,0.532,57,False,Provável
84339,Bruno Melo,294,CFC,2,Lateral,7,5.53,0.25,3.79,8,2.8,1.0,7.0,6.0,1.0,4.0,1.0,,3.0,,2.0,,,,,,,,,,,True,FLU,estavel,0.685,26,False,Provável
71227,Maicon,294,CFC,3,Zagueiro,7,4.36,0.0,2.67,8,0.0,,6.0,2.0,,2.0,,,3.0,,,,,,,,,,1.0,,,True,FLU,estavel,0.612,25,False,Provável
97878,Jacy,294,CFC,3,Zagueiro,7,5.11,0.32,4.27,8,3.5,1.0,10.0,3.0,2.0,3.0,,,2.0,1.0,,,,,,,,,,,,True,FLU,estavel,0.836,3,False,Provável
126977,Fernando Seabra,294,CFC,6,Técnico,7,7.2,-0.03,5.27,9,2.76,,,,,,,,,,,,,,,,,,,4.0,,True,FLU,estavel,0.732,2,False,Provável
104811,Sebastián Gómez,294,CFC,4,Meia,7,3.4,-0.69,1.74,7,-0.3,1.0,6.0,10.0,1.0,8.0,,2.0,,,,,,,,,,,,,,True,FLU,baixa,0.512,60,False,Provável
84626,Josué,294,CFC,4,Meia,7,4.64,0.01,2.29,8,1.3,1.0,4.0,8.0,5.0,7.0,2.0,1.0,,,,,,,,,,,1.0,,,True,FLU,estavel,0.494,66,False,Provável
110708,Pedro Rangel,294,CFC,1,Goleiro,7,5.66,-0.12,4.6,6,1.6,,,,,2.0,,,3.0,,,,,,,,12.0,4.0,,,,True,FLU,estavel,0.813,2,False,Provável
123648,Lucas Ronier,294,CFC,5,Atacante,7,11.83,1.25,8.82,9,12.3,2.0,22.0,6.0,9.0,23.0,3.0,2.0,,1.0,,,,,,2.0,,,,,,True,FLU,alta,0.746,8,False,Provável
101405,Wallisson,294,CFC,4,Meia,2,4.76,0.0,3.1,6,0.0,2.0,14.0,12.0,1.0,5.0,,,,,1.0,,,,,,,,,,,True,FLU,estavel,0.651,23,False,Dúvida
112576,Vini Paulista,294,CFC,4,Meia,2,3.36,-0.27,1.91,9,1.7,1.0,10.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,True,FLU,estavel,0.568,47,False,Dúvida
82730,Marcelo Rangel,364,REM,1,Goleiro,7,4.21,-1.19,2.45,9,-0.7,1.0,,,,1.0,,,,,,,,,,,25.0,17.0,,,1.0,False,GRE,baixa,0.582,10,False,Provável
97795,Marcelinho,364,REM,2,Lateral,7,4.02,0.98,2.6,6,7.7,,7.0,2.0,1.0,5.0,,2.0,,,,,,,,,,,,,,False,GRE,alta,0.647,33,False,Provável
68822,Rafael Santos,315,CHA,1,Goleiro,7,3.19,0.19,1.2,1,1.2,,,,,,,,,,,,,,,,4.0,4.0,,,,True,VIT,estavel,0.376,26,False,Provável
70958,Jean Carlos,315,CHA,4,Meia,2,8.18,-0.05,4.91,8,2.1,,2.0,2.0,4.0,6.0,2.0,4.0,,2.0,1.0,,,,,,,,,,,True,VIT,estavel,0.6,36,False,Dúvida
95620,Bruno Leonardo,315,CHA,3,Zagueiro,7,3.39,0.52,1.87,7,2.7,1.0,5.0,2.0,,4.0,,1.0,1.0,,,,,1.0,,,,,,,,True,VIT,alta,0.552,36,False,Provável
95332,Marcinho,315,CHA,5,Atacante,2,3.51,0.0,2.04,7,0.0,,5.0,2.0,5.0,5.0,,1.0,,,3.0,,,,,,,,,,,True,VIT,estavel,0.581,34,False,Dúvida
101393,Eduardo Doma,315,CHA,3,Zagueiro,7,5.42,1.25,3.8,8,8.5,1.0,11.0,6.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,True,VIT,alta,0.701,12,False,Provável
68938,Giovanni Augusto,315,CHA,4,Meia,2,3.2,-0.33,0.93,7,0.0,1.0,3.0,5.0,,9.0,,,,,,,,,,,,,,,,True,VIT,estavel,0.291,136,False,Dúvida
109336,Rafael Carvalheira,315,CHA,4,Meia,7,4.93,-0.35,2.54,8,0.9,1.0,9.0,11.0,2.0,3.0,,,,1.0,,,,,,,,,,,,True,VIT,estavel,0.515,59,False,Provável
97432,Victor Caetano,315,CHA,3,Zagueiro,7,3.47,-0.26,2.0,5,-0.1,1.0,8.0,5.0,,1.0,,,,,,,,,,,,,,,,True,VIT,estavel,0.576,29,False,Provável
